suite,benchmark,qasm_path,machine,ions_per_region,mapper,reorder,serial_trap_ops,serial_comm,serial_all,gate_type,swap_type,sched_family,sched_version,analyzer_mode,architecture_scale,trap_capacity,lookahead_k,swap_threshold,max_qubits_per_qccd,num_optical_zones,enable_swap_insert,notes,return_code,log_path,wallclock_s,scheduler_build_s,program,summary_machine,summary_version,summary_mapper,total_shuttle,execution_time_us,fidelity,version,scale,num_modules,remote_gate_count,compile_time_s,logical_shuttle_count,physical_shuttle_leg_count,split_count,merge_count,move_count,local_1q_count,local_2q_count,operation_local_2q_count,optical_local_2q_count,storage_local_2q_count,remote_2q_count,fiber_gate_count,regular_fiber_gate_count,swap_insert_gate_count,swap_insert_logical_count,local_1q_time,local_2q_time,operation_local_2q_time,optical_local_2q_time,storage_local_2q_time,fiber_gate_time,swap_insert_time,split_time_total,move_time_total,merge_time_total,shuttle_time_total,gate_mult,regular_gate_mult,swap_insert_gate_mult,operation_local_2q_mult,optical_local_2q_mult,shuttle_mult
capacity_sweep,SQRT117,programs\SQRT117.qasm,EML,20,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,20,8,4,32,1,1,capacity_sweep_medium,0,output_large\logs\capacity_sweep__SQRT117__EML__cap20__k8__T4__oz1__SABRE__MUSSV7.log,62.293750,0.008435,programs\SQRT117,EML,V7,SABRELarge,270,270930.0,7.210586246513228e-10,V7,LARGE,4,911,6.542626,270,270,270,270,540,2191,688,75,613,0,911,911,911,0,0,10955.0,27520.0,3000.0,24520.0,0.0,182200.0,0.0,32040.0,7560.0,21600.0,61200.0,3.436930715694338e-09,3.436930715694338e-09,1.0,0.6312980023803545,6.418488433604323e-05,0.20979725350839729
lookahead_sweep,BV128,programs\BV128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,4,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__BV128__EML__cap16__k4__T4__oz1__SABRE__MUSSV7.log,3.701352,0.004545,programs\BV128,EML,V7,SABRELarge,100,43034.0,0.15348160664116386,V7,LARGE,4,96,0.864991,100,100,100,100,196,257,31,15,16,0,96,96,96,0,0,1285.0,1240.0,600.0,640.0,0.0,19200.0,0.0,11840.0,2744.0,8000.0,22584.0,0.271961725277157,0.271961725277157,1.0,0.8600583546412883,0.8514577710948754,0.5643500256690548
lookahead_sweep,BV128,programs\BV128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,6,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__BV128__EML__cap16__k6__T4__oz1__SABRE__MUSSV7.log,2.946245,0.004545,programs\BV128,EML,V7,SABRELarge,15,10694.0,0.23012031026656377,V7,LARGE,4,13,0.090536,15,15,15,15,26,257,123,60,63,0,13,13,4,9,3,1285.0,4920.0,2400.0,2520.0,0.0,2600.0,1800.0,1600.0,364.0,1200.0,3164.0,0.24844172669609052,0.271961725277157,0.9135172474836407,0.5471566423907612,0.5309055429551132,0.9262546727831309
lookahead_sweep,BV128,programs\BV128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__BV128__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,2.608027,0.004556,programs\BV128,EML,V7,SABRELarge,15,10694.0,0.23012031026656377,V7,LARGE,4,13,0.084591,15,15,15,15,26,257,123,60,63,0,13,13,4,9,3,1285.0,4920.0,2400.0,2520.0,0.0,2600.0,1800.0,1600.0,364.0,1200.0,3164.0,0.24844172669609052,0.271961725277157,0.9135172474836407,0.5471566423907612,0.5309055429551132,0.9262546727831309
lookahead_sweep,BV128,programs\BV128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,10,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__BV128__EML__cap16__k10__T4__oz1__SABRE__MUSSV7.log,2.857701,0.004372,programs\BV128,EML,V7,SABRELarge,15,10694.0,0.23012031026656377,V7,LARGE,4,13,0.094643,15,15,15,15,26,257,123,60,63,0,13,13,4,9,3,1285.0,4920.0,2400.0,2520.0,0.0,2600.0,1800.0,1600.0,364.0,1200.0,3164.0,0.24844172669609052,0.271961725277157,0.9135172474836407,0.5471566423907612,0.5309055429551132,0.9262546727831309
lookahead_sweep,BV128,programs\BV128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,12,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__BV128__EML__cap16__k12__T4__oz1__SABRE__MUSSV7.log,2.384981,0.004600,programs\BV128,EML,V7,SABRELarge,15,10694.0,0.23012031026656377,V7,LARGE,4,13,0.099701,15,15,15,15,26,257,123,60,63,0,13,13,4,9,3,1285.0,4920.0,2400.0,2520.0,0.0,2600.0,1800.0,1600.0,364.0,1200.0,3164.0,0.24844172669609052,0.271961725277157,0.9135172474836407,0.5471566423907612,0.5309055429551132,0.9262546727831309
lookahead_sweep,GHZ128,programs\GHZ128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,4,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__GHZ128__EML__cap16__k4__T4__oz1__SABRE__MUSSV7.log,2.427467,0.000370,programs\GHZ128,EML,V7,SABRELarge,53,16884.0,0.21598423305934045,V7,LARGE,4,6,0.020133,53,53,53,53,86,1,121,57,64,0,6,6,6,0,0,5.0,4840.0,2280.0,2560.0,0.0,1200.0,0.0,5400.0,1204.0,4240.0,10844.0,0.27901418437620024,0.27901418437620024,1.0,0.5639051904523876,0.525596487525562,0.7740976808839382
lookahead_sweep,GHZ128,programs\GHZ128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,6,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__GHZ128__EML__cap16__k6__T4__oz1__SABRE__MUSSV7.log,2.333954,0.000561,programs\GHZ128,EML,V7,SABRELarge,53,16884.0,0.21598423305934045,V7,LARGE,4,6,0.016732,53,53,53,53,86,1,121,57,64,0,6,6,6,0,0,5.0,4840.0,2280.0,2560.0,0.0,1200.0,0.0,5400.0,1204.0,4240.0,10844.0,0.27901418437620024,0.27901418437620024,1.0,0.5639051904523876,0.525596487525562,0.7740976808839382
lookahead_sweep,GHZ128,programs\GHZ128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__GHZ128__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,2.386502,0.000393,programs\GHZ128,EML,V7,SABRELarge,53,16884.0,0.21598423305934045,V7,LARGE,4,6,0.018411,53,53,53,53,86,1,121,57,64,0,6,6,6,0,0,5.0,4840.0,2280.0,2560.0,0.0,1200.0,0.0,5400.0,1204.0,4240.0,10844.0,0.27901418437620024,0.27901418437620024,1.0,0.5639051904523876,0.525596487525562,0.7740976808839382
lookahead_sweep,GHZ128,programs\GHZ128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,10,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__GHZ128__EML__cap16__k10__T4__oz1__SABRE__MUSSV7.log,2.314662,0.000386,programs\GHZ128,EML,V7,SABRELarge,53,16884.0,0.21598423305934045,V7,LARGE,4,6,0.018134,53,53,53,53,86,1,121,57,64,0,6,6,6,0,0,5.0,4840.0,2280.0,2560.0,0.0,1200.0,0.0,5400.0,1204.0,4240.0,10844.0,0.27901418437620024,0.27901418437620024,1.0,0.5639051904523876,0.525596487525562,0.7740976808839382
lookahead_sweep,GHZ128,programs\GHZ128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,12,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__GHZ128__EML__cap16__k12__T4__oz1__SABRE__MUSSV7.log,2.367539,0.000376,programs\GHZ128,EML,V7,SABRELarge,53,16884.0,0.21598423305934045,V7,LARGE,4,6,0.017959,53,53,53,53,86,1,121,57,64,0,6,6,6,0,0,5.0,4840.0,2280.0,2560.0,0.0,1200.0,0.0,5400.0,1204.0,4240.0,10844.0,0.27901418437620024,0.27901418437620024,1.0,0.5639051904523876,0.525596487525562,0.7740976808839382
lookahead_sweep,SQRT117,programs\SQRT117.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,4,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__SQRT117__EML__cap16__k4__T4__oz1__SABRE__MUSSV7.log,61.922758,0.009658,programs\SQRT117,EML,V7,SABRELarge,274,271584.0,1.7658368526401794e-08,V7,LARGE,4,911,6.637134,274,274,274,274,541,2191,688,66,622,0,911,911,911,0,0,10955.0,27520.0,2640.0,24880.0,0.0,182200.0,0.0,32360.0,7574.0,21920.0,61854.0,8.496375923038894e-08,8.496375923038894e-08,1.0,0.5195640345141521,0.0019279290160405735,0.20783412464741538
lookahead_sweep,SQRT117,programs\SQRT117.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,6,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__SQRT117__EML__cap16__k6__T4__oz1__SABRE__MUSSV7.log,62.659816,0.008694,programs\SQRT117,EML,V7,SABRELarge,274,271584.0,1.7658368526401794e-08,V7,LARGE,4,911,6.450066,274,274,274,274,541,2191,688,66,622,0,911,911,911,0,0,10955.0,27520.0,2640.0,24880.0,0.0,182200.0,0.0,32360.0,7574.0,21920.0,61854.0,8.496375923038894e-08,8.496375923038894e-08,1.0,0.5195640345141521,0.0019279290160405735,0.20783412464741538
lookahead_sweep,SQRT117,programs\SQRT117.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__SQRT117__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,61.946543,0.008953,programs\SQRT117,EML,V7,SABRELarge,274,271584.0,1.7658368526401794e-08,V7,LARGE,4,911,6.396052,274,274,274,274,541,2191,688,66,622,0,911,911,911,0,0,10955.0,27520.0,2640.0,24880.0,0.0,182200.0,0.0,32360.0,7574.0,21920.0,61854.0,8.496375923038894e-08,8.496375923038894e-08,1.0,0.5195640345141521,0.0019279290160405735,0.20783412464741538
lookahead_sweep,SQRT117,programs\SQRT117.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,10,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__SQRT117__EML__cap16__k10__T4__oz1__SABRE__MUSSV7.log,60.314998,0.008342,programs\SQRT117,EML,V7,SABRELarge,386,266200.0,9.777798988466263e-11,V7,LARGE,4,690,4.433200,386,386,386,386,765,2191,1029,209,820,0,690,690,570,120,40,10955.0,41160.0,8360.0,32800.0,0.0,138000.0,24000.0,45440.0,10710.0,30880.0,87030.0,8.944418545467762e-10,2.9876434145402744e-09,0.29938039131233124,0.18522413859265208,6.176307873763973e-06,0.10931732385690696
lookahead_sweep,SQRT117,programs\SQRT117.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,12,4,32,1,1,lookahead_sweep_medium,0,output_large\logs\lookahead_sweep__SQRT117__EML__cap16__k12__T4__oz1__SABRE__MUSSV7.log,59.843890,0.008871,programs\SQRT117,EML,V7,SABRELarge,382,257368.0,7.164352247630984e-11,V7,LARGE,4,640,4.208170,382,382,382,382,757,2191,1082,205,877,0,640,640,517,123,41,10955.0,43280.0,8200.0,35080.0,0.0,128000.0,24600.0,44920.0,10598.0,30560.0,86078.0,6.396548137834506e-10,2.20199707152914e-09,0.2904884943099637,0.18885637880706635,2.6208861209089886e-06,0.1120034132981044
multi_zone,BV128,programs\BV128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,one_optical_zone,0,output_large\logs\multi_zone__BV128__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,2.918086,0.004520,programs\BV128,EML,V7,SABRELarge,15,10694.0,0.23012031026656377,V7,LARGE,4,13,0.087784,15,15,15,15,26,257,123,60,63,0,13,13,4,9,3,1285.0,4920.0,2400.0,2520.0,0.0,2600.0,1800.0,1600.0,364.0,1200.0,3164.0,0.24844172669609052,0.271961725277157,0.9135172474836407,0.5471566423907612,0.5309055429551132,0.9262546727831309
multi_zone,BV128,programs\BV128.qasm,EML2Z,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,2,1,two_optical_zones,0,output_large\logs\multi_zone__BV128__EML2Z__cap16__k8__T4__oz2__SABRE__MUSSV7.log,2.456492,0.005013,programs\BV128,EML2Z,V7,SABRELarge,12,9810.0,0.24485282994529856,V7,LARGE,4,13,0.097523,12,12,12,12,20,257,123,4,119,0,13,13,4,9,3,1285.0,4920.0,160.0,4760.0,0.0,2600.0,1800.0,1040.0,280.0,960.0,2280.0,0.25847128701476263,0.28294078489130214,0.9135172474836407,0.999375146469117,0.3024044356690215,0.9473115283838613
multi_zone,GHZ128,programs\GHZ128.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,one_optical_zone,0,output_large\logs\multi_zone__GHZ128__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,2.389160,0.000367,programs\GHZ128,EML,V7,SABRELarge,53,16884.0,0.21598423305934045,V7,LARGE,4,6,0.016409,53,53,53,53,86,1,121,57,64,0,6,6,6,0,0,5.0,4840.0,2280.0,2560.0,0.0,1200.0,0.0,5400.0,1204.0,4240.0,10844.0,0.27901418437620024,0.27901418437620024,1.0,0.5639051904523876,0.525596487525562,0.7740976808839382
multi_zone,GHZ128,programs\GHZ128.qasm,EML2Z,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,2,1,two_optical_zones,0,output_large\logs\multi_zone__GHZ128__EML2Z__cap16__k8__T4__oz2__SABRE__MUSSV7.log,2.434961,0.000425,programs\GHZ128,EML2Z,V7,SABRELarge,13,8734.0,0.27240082243995967,V7,LARGE,4,6,0.011941,13,13,13,13,21,1,121,4,117,0,6,6,6,0,0,5.0,4840.0,160.0,4680.0,0.0,1200.0,0.0,1360.0,294.0,1040.0,2694.0,0.29027795085045827,0.29027795085045827,1.0,0.999375146469117,0.30854447063465107,0.938413757027972
multi_zone,SQRT117,programs\SQRT117.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,one_optical_zone,0,output_large\logs\multi_zone__SQRT117__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,61.415499,0.009697,programs\SQRT117,EML,V7,SABRELarge,274,271584.0,1.7658368526401794e-08,V7,LARGE,4,911,6.431399,274,274,274,274,541,2191,688,66,622,0,911,911,911,0,0,10955.0,27520.0,2640.0,24880.0,0.0,182200.0,0.0,32360.0,7574.0,21920.0,61854.0,8.496375923038894e-08,8.496375923038894e-08,1.0,0.5195640345141521,0.0019279290160405735,0.20783412464741538
multi_zone,SQRT117,programs\SQRT117.qasm,EML2Z,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,2,1,two_optical_zones,0,output_large\logs\multi_zone__SQRT117__EML2Z__cap16__k8__T4__oz2__SABRE__MUSSV7.log,61.812251,0.008723,programs\SQRT117,EML2Z,V7,SABRELarge,112,234218.0,6.46991812641139e-08,V7,LARGE,4,911,6.433735,112,112,112,112,212,2191,688,6,682,0,911,911,911,0,0,10955.0,27520.0,240.0,27280.0,0.0,182200.0,0.0,12560.0,2968.0,8960.0,24488.0,1.1937607565359448e-07,1.1937607565359448e-07,1.0,0.9990628661346527,0.001408707677073383,0.5419777866702368
multi_zone,GHZ256,programs\GHZ256.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,one_optical_zone,0,output_large\logs\multi_zone__GHZ256__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,2.829949,0.000668,programs\GHZ256,EML,V7,SABRELarge,77,28580.0,0.05255230295844897,V7,LARGE,8,15,0.041031,77,77,77,77,130,1,240,112,128,0,15,15,15,0,0,5.0,9600.0,4480.0,5120.0,0.0,3000.0,0.0,8000.0,1820.0,6160.0,15980.0,0.07707813374565965,0.07707813374565965,1.0,0.3244455298634257,0.2762516676992082,0.6818055965373979
multi_zone,GHZ256,programs\GHZ256.qasm,EML2Z,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,2,1,two_optical_zones,0,output_large\logs\multi_zone__GHZ256__EML2Z__cap16__k8__T4__oz2__SABRE__MUSSV7.log,2.627756,0.000702,programs\GHZ256,EML2Z,V7,SABRELarge,25,17814.0,0.07371830015365555,V7,LARGE,8,15,0.035557,25,25,25,25,41,1,240,8,232,0,15,15,15,0,0,5.0,9600.0,320.0,9280.0,0.0,3000.0,0.0,2640.0,574.0,2000.0,5214.0,0.08342701856429814,0.08342701856429814,1.0,0.9987506833801689,0.09713262969004913,0.8836262091379902
multi_zone,SQRT299,programs\SQRT299.qasm,EML,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,1,1,one_optical_zone,0,output_large\logs\multi_zone__SQRT299__EML__cap16__k8__T4__oz1__SABRE__MUSSV7.log,2176.551010,0.024115,programs\SQRT299,EML,V7,SABRELarge,590,774716.0,1.4987971726943887e-21,V7,LARGE,10,2912,65.535913,590,590,590,590,1159,5983,1464,93,1371,0,2912,2912,2912,0,0,29915.0,58560.0,3720.0,54840.0,0.0,582400.0,0.0,70320.0,16226.0,47200.0,133746.0,4.44891833410126e-20,4.44891833410126e-20,1.0,0.4004675711366834,1.037174410653572e-06,0.03368902416585175
multi_zone,SQRT299,programs\SQRT299.qasm,EML2Z,16,SABRELarge,Naive,1,1,1,FM,PaperSwapDirect,MUSS,V7,PAPER,LARGE,16,8,4,32,2,1,two_optical_zones,0,output_large\logs\multi_zone__SQRT299__EML2Z__cap16__k8__T4__oz2__SABRE__MUSSV7.log,2180.823979,0.024258,programs\SQRT299,EML2Z,V7,SABRELarge,288,701768.0,2.462691735548282e-20,V7,LARGE,10,2912,65.917481,288,288,288,288,497,5983,1464,51,1413,0,2912,2912,2912,0,0,29915.0,58560.0,2040.0,56520.0,0.0,582400.0,0.0,30800.0,6958.0,23040.0,60798.0,1.0707973869224452e-19,1.0707973869224452e-19,1.0,0.9920622986373518,1.007704204278611e-06,0.22998671509894314
